Tecnica,Modelo,Parametros,fit_kwargs,Tiempo,Accuracy Todas,Accuracy Aceptadas,F1 score Todas,F1 score Aceptadas,Nº de rechazadas,Rechazadas
Shapicant,"XGBClassifier(colsample_bytree=0.9, learning_rate=0.1, max_depth=9, n_estimators=450)",{},{},718.0850329399109,0.7116260615404817,0.7116260615404817,0.580875781948168,0.580875781948168,0,[]
Shapicant,"XGBClassifier(colsample_bytree=0.5, learning_rate=0.1, max_depth=6, n_estimators=100)",{},{},99.75491523742676,0.7433664332466214,0.7501279169015582,0.6227045075125209,0.6309719934102141,1,['PaperlessBilling']
Shapicant,"XGBClassifier(colsample_bytree=0.7, learning_rate=0.001, max_depth=9, n_estimators=600)",{},{},2207.8090167045593,0.7520585565087063,0.7563103784755475,0.6291079812206574,0.634032634032634,3,"['MultipleLines', 'PaperlessBilling', 'TotalCharges']"
Shapicant,"XGBClassifier(colsample_bytree=0.9, learning_rate=0.01, max_depth=3, n_estimators=900)",{},{},220.17316675186157,0.7600443067922742,0.758080838953753,0.6367781155015196,0.6346300533943555,2,"['PaperlessBilling', 'TotalCharges']"
Shapicant,"XGBClassifier(colsample_bytree=0.9, learning_rate=0.01, max_depth=5, n_estimators=50)",{},{},34.571807622909546,0.7557879567935195,0.755448920403991,0.6268011527377522,0.6269956458635704,8,"['SeniorCitizen', 'StreamingTV', 'DeviceProtection', 'TotalCharges', 'gender', 'MultipleLines', 'PaperlessBilling', 'PhoneService']"
Shapicant,"XGBClassifier(colsample_bytree=0.7, learning_rate=0.1, max_depth=3, n_estimators=600)",{},{},139.92793321609497,0.7375937585608103,0.7359551770120876,0.6151260504201681,0.6131756756756758,1,['PaperlessBilling']
Shapicant,"XGBClassifier(colsample_bytree=0.9, learning_rate=0.001, max_depth=3, n_estimators=800)",{},{},217.14347434043884,0.7588817345984655,0.7616879823768998,0.6234281932495036,0.6274247491638796,8,"['SeniorCitizen', 'StreamingTV', 'DeviceProtection', 'TotalCharges', 'gender', 'MultipleLines', 'PaperlessBilling', 'PhoneService']"
Shapicant,"XGBClassifier(colsample_bytree=0.7, learning_rate=0.01, max_depth=5, n_estimators=150)",{},{},112.040030002594,0.7628035762396053,0.766730511916648,0.6379821958456973,0.642120765832106,4,"['MultipleLines', 'SeniorCitizen', 'PaperlessBilling', 'TotalCharges']"
Shapicant,"XGBClassifier(colsample_bytree=0.5, learning_rate=0.1, max_depth=5, n_estimators=350)",{},{},186.93914031982422,0.7371228432417991,0.7311430110959423,0.6161790017211703,0.6075731497418244,1,['PaperlessBilling']
Shapicant,"XGBClassifier(colsample_bytree=0.5, learning_rate=0.1, max_depth=5, n_estimators=600)",{},{},304.15211296081543,0.7287227780381396,0.7238353335914312,0.6052631578947368,0.5979020979020979,1,['PaperlessBilling']
Shapicant,"XGBClassifier(colsample_bytree=0.9, learning_rate=0.1, max_depth=5, n_estimators=450)",{},{},236.32542181015015,0.7204828919634225,0.7228606747220354,0.5924006908462868,0.5963382737576286,1,['PaperlessBilling']
Shapicant,"XGBClassifier(colsample_bytree=0.5, learning_rate=0.01, max_depth=8, n_estimators=650)",{},{},1300.1045253276825,0.7468507538041128,0.7424953531072487,0.6272878535773712,0.6215538847117795,1,['PaperlessBilling']
Shapicant,"XGBClassifier(colsample_bytree=0.5, learning_rate=0.01, max_depth=4, n_estimators=950)",{},{},303.7939374446869,0.7496524735506336,0.7518230988492007,0.6266771902131018,0.6297468354430379,2,"['PaperlessBilling', 'TotalCharges']"
